Participant ID,Video file,Gloss,ASL-LEX Code
P16,41796676517799547-HARD.mp4,HARD,C_01_036
P16,6967706324190324-TIME.mp4,TIME,B_02_080
P16,07206160521140825-YEAR.mp4,YEAR,B_02_015
P16,40059214149507016-WHICH.mp4,WHICH,B_01_088
P16,9816718901577759-WHO.mp4,WHO,C_01_041
P16,8747461687045561-MAYBE.mp4,MAYBE,B_03_022
P16,45143019985078214-NAME.mp4,NAME,D_01_021
P16,7317136659517625-WHY.mp4,WHY,D_01_067
P16,0755679379568106-HELLO.mp4,HELLO,D_02_055
P16,4307738435108923-WHEN.mp4,WHEN,C_03_086
P16,5484175065329109-LATER.mp4,LATER,D_01_077
P16,6515372118413638-YOU.mp4,YOU,D_02_065
P16,08375958886756041-WANT 2.mp4,WANT1,E_01_025
P16,7266634930515181-BIG.mp4,BIG,F_02_054
P16,48644253199320775-NICE.mp4,NICE,G_03_059
P16,7484839279145117-WE.mp4,WE,G_03_019
P16,031705941185190545-THANK YOU.mp4,THANKYOU,H_02_053
P16,3092044477927096-NEED.mp4,NEED,C_02_034
P16,9046369726997978-NOW.mp4,NOW,C_03_062
P16,3377761068886662-TELL.mp4,TELL,C_02_013
P16,5622664159943058-YESTERDAY.mp4,YESTERDAY,D_01_024
P16,2140134632834978-NO.mp4,NO,C_03_041
P16,6475683690343805-GIRL.mp4,GIRL,C_03_073
P16,2691234998843828-EASY.mp4,EASY,D_01_070
P16,4910072855291485-SCHOOL.mp4,SCHOOL,C_03_089
P16,4198989244504012-MEET.mp4,MEET,D_02_018
P16,3883569869285113-FRIEND.mp4,FRIEND,D_03_010
P16,7833854125076765-CAR.mp4,CAR,D_02_043
P16,5974251648548923-BYE.mp4,BYE,E_01_058
P16,40454957820407933-BUSY.mp4,BUSY,E_02_040
P16,8273164081850686-LIKE.mp4,LIKE,F_03_063
P16,8902733237714864-THEY.mp4,THEY1,F_02_103
P16,45602866799377395-EVERYTHING.mp4,EVERYTHING,F_03_084
P16,5215666498189602-TODAY.mp4,TODAY,E_02_006
P16,20730365647866322-STUDY.mp4,STUDY,G_01_090
P16,18121303890105733-CITY 2.mp4,CITY2,K_02_076
P16,30544213991231106-GO.mp4,GO,C_03_056
P16,5986140318809434-ALL.mp4,ALL,C_03_088
P16,03376426509046859-HOW.mp4,HOW1,D_02_082
P16,027620407971810534-BABY 2.mp4,BABY2,K_01_042
P8,8370733641565598-HOW.mp4,HOW1,D_02_082
P8,5403344807799251-BABY 2.mp4,BABY2,K_01_042
P16,7815210671274675-HEAR 2.mp4,HEAR2,J_02_006
P16,8849428395709025-DOCTOR 2.mp4,DOCTOR2,K_03_015
P16,5859575512017567-FAST.mp4,FAST,C_03_016
P16,9586306157625994-STOP.mp4,STOP,D_01_010
P16,38804481708288274-MONEY 2.mp4,MONEY2,K_01_104
P16,6722357077088432-REMEMBER.mp4,REMEMBER2,C_02_014
P16,682277049268821-SEE.mp4,SEE,C_02_030
P16,06352896806931652-NEVER.mp4,NEVER,C_02_079
P16,8981918903910342-THINK.mp4,THINK,C_03_053
P16,5364358287706597-SMALL.mp4,SMALL,D_01_030
P16,21224944864749995-WHAT 2.mp4,WHAT1,D_02_094
P16,3946473992402564-FEW.mp4,FEW,C_02_067
P16,23494912509138755-COUNTRY.mp4,COUNTRY,C_03_058
P16,5774324878258876-COME.mp4,COME,C_03_074
P16,7326855771738956-WRITE.mp4,WRITE,D_01_051
P16,913160206020708-BUY.mp4,BUY,D_03_074
P16,05173427503594241-HATE.mp4,HATE,F_02_078
P16,9174976347516473-HOT.mp4,HOT,F_02_093
P16,8450749478025767-OK.mp4,OK,F_03_080
P16,7602780259740458-GIVE.mp4,GIVE,F_01_023
P16,5069200658283002-TAKE.mp4,TAKE,G_01_093
P45,021939327153324584-HOW.mp4,HOW1,D_02_082
P45,428654908524865-BABY 2.mp4,BABY2,K_01_042
P46,49914475306883-TOMORROW.mp4,TOMORROW,F_02_040
P46,9953610281521326-YES.mp4,YES,G_03_074
P46,2657029779941493-ALWAYS.mp4,ALWAYS,J_03_076
P46,394147254494269-NIGHT.mp4,NIGHT1,A_01_003
P46,03443125081428877-STUDENT.mp4,STUDENT,A_02_012
P50,7360637423786365-COUNTRY.mp4,COUNTRY,C_03_058
P50,8973861097618665-OK.mp4,OK,F_03_080
P50,710447421608613-TOMORROW.mp4,TOMORROW,F_02_040
P50,7199140986089654-YES.mp4,YES,G_03_074
P50,08427827340066263-ALWAYS.mp4,ALWAYS,J_03_076
P50,9559157161622487-WOMAN 2.mp4,WOMAN2,K_01_101
P50,45011841193956603-DRINK 2.mp4,DRINK2,K_03_092
P50,3098607539628562-BOY.mp4,BOY,B_02_090
P50,8618167243787549-SISTER.mp4,SISTER,D_03_050
P50,546204032322096-HAPPY.mp4,HAPPY,C_03_078
P50,43234510854275543-EAT.mp4,EAT1,B_02_002
P50,17656377523560773-COLD.mp4,COLD,C_02_068
P50,37150818596578294-YOUR.mp4,YOUR,F_01_052
P20,28473039465033767-DIFFERENT.mp4,DIFFERENT,E_03_095
P20,5638862044022404-WELCOME 2.mp4,WELCOME1,
P20,5251028200471013-HE.mp4,HE,F_02_044
P20,7278705413828479-NIGHT.mp4,NIGHT1,A_01_003
P20,16080210562813346-STUDENT.mp4,STUDENT,A_02_012
P20,0022893546015982924-TEACHER.mp4,TEACHER,A_02_033
P20,6976573288663246-MOTHER.mp4,MOTHER,B_02_008
P20,1870662845695683-SLOW.mp4,SLOW,B_02_041
P20,8528083792258134-BROTHER.mp4,BROTHER,B_01_065
P20,3950389219300785-PEOPLE.mp4,PEOPLE,C_01_009
P20,8853841145039041-FINISH.mp4,FINISH,B_03_025
P20,023287006799920906-FATHER.mp4,FATHER,B_01_077
P20,4628193900204982-FAMILY.mp4,FAMILY,C_01_025
P20,2413023602974027-SORRY.mp4,SORRY,C_01_020
P20,45882506624568764-DAY.mp4,DAY,C_01_044
P50,3671264522753308-DIFFERENT.mp4,DIFFERENT,E_03_095
P50,1822336610423687-WELCOME 2.mp4,WELCOME1,
P50,48540972876704047-HE.mp4,HE,F_02_044
P50,23364729653954308-NIGHT.mp4,NIGHT1,A_01_003
P50,9765152100966505-STUDENT.mp4,STUDENT,A_02_012
P50,0936747102335509-TEACHER.mp4,TEACHER,A_02_033
P50,43016432877599997-HUNGRY.mp4,HUNGRY,C_01_010
P50,09637222525631328-BORED.mp4,BORED1,B_01_017
P50,18340714145664716-GOOD.mp4,GOOD,B_01_052
P50,02289895371863082-LEARN.mp4,LEARN,B_01_042
P50,5368393292246536-MAN.mp4,MAN,C_01_040
P50,5451782627570656-FEEL.mp4,FEEL,C_02_001
P50,8990314041333538-YESTERDAY.mp4,YESTERDAY,D_01_024
P50,6137110171725737-NO.mp4,NO,C_03_041
P50,42581303190618414-GIRL.mp4,GIRL,C_03_073
P50,30728714147348457-EASY.mp4,EASY,D_01_070
P50,44410022847934516-SCHOOL.mp4,SCHOOL,C_03_089
P50,8732438708155559-MEET.mp4,MEET,D_02_018
P50,31292634392838026-FRIEND.mp4,FRIEND,D_03_010
P50,635224667225623-CAR.mp4,CAR,D_02_043
P50,8257819899330097-HEAR 2.mp4,HEAR2,J_02_006
P50,9725803613791293-DOCTOR 2.mp4,DOCTOR2,K_03_015
P50,9819934669641803-MONTH.mp4,MONTH,A_01_073
P50,6203656031603042-COMPUTER.mp4,COMPUTER,A_01_054
P50,27449508901283615-BOOK.mp4,BOOK,A_01_027
P50,6607916699699934-SLOW.mp4,SLOW,B_02_041
P50,04964897423386816-FAST.mp4,FAST,C_03_016
P50,35024304836544506-STOP.mp4,STOP,D_01_010
P50,20955343336393173-MONEY 2.mp4,MONEY2,K_01_104
P50,8813422186863311-REMEMBER.mp4,REMEMBER2,C_02_014
P50,9386805628062223-SEE.mp4,SEE,C_02_030
P50,3992501093118084-NEVER.mp4,NEVER,C_02_079
P50,1931829449490161-THINK.mp4,THINK,C_03_053
P50,7773877074443272-SMALL.mp4,SMALL,D_01_030
P50,5907336185978251-WHAT 2.mp4,WHAT1,D_02_094
P50,019810678882753452-FEW.mp4,FEW,C_02_067
P50,5245211280359048-COME.mp4,COME,C_03_074
P50,582860551991583-WRITE.mp4,WRITE,D_01_051
P50,7232032649197906-BUY.mp4,BUY,D_03_074
P50,20967098980215337-HATE.mp4,HATE,F_02_078
P50,18539733816419912-HOT.mp4,HOT,F_02_093
P50,8894885784668014-GIVE.mp4,GIVE,F_01_023
P50,18586165627230766-TAKE.mp4,TAKE,G_01_093
P50,6657630771535601-BROTHER.mp4,BROTHER,B_01_065
P50,06785828551921536-PEOPLE.mp4,PEOPLE,C_01_009
P50,1277751594377292-FINISH.mp4,FINISH,B_03_025
P50,19495528192299982-FATHER.mp4,FATHER,B_01_077
P50,05708826093734798-FAMILY.mp4,FAMILY,C_01_025
P50,5865603235099206-SORRY.mp4,SORRY,C_01_020
P50,9458795780850124-DAY.mp4,DAY,C_01_044
P50,5305284657006966-PLEASE.mp4,PLEASE,B_02_007
P50,17354191997018575-WHERE.mp4,WHERE,B_02_035
P50,25876877817363897-FINE.mp4,FINE1,C_01_043
P50,48891811825038345-MORE.mp4,MORE,B_03_032
P50,27281455846817093-HARD.mp4,HARD,C_01_036
P50,09798493578297407-TIME.mp4,TIME,B_02_080
P50,3515165483430771-YEAR.mp4,YEAR,B_02_015
P50,29098784760878327-WHICH.mp4,WHICH,B_01_088
P50,5344192765643432-WHO.mp4,WHO,C_01_041
P50,9675060825507151-MAYBE.mp4,MAYBE,B_03_022
P50,44454593042241-NAME.mp4,NAME,D_01_021
P50,48459131285186974-WHY.mp4,WHY,D_01_067
P50,9008261925178431-HELLO.mp4,HELLO,D_02_055
P50,16115032785858263-WHEN.mp4,WHEN,C_03_086
P50,7415596238428777-LATER.mp4,LATER,D_01_077
P50,15737752814991346-YOU.mp4,YOU,D_02_065
P50,6046104101537046-WANT 2.mp4,WANT1,E_01_025
P50,7436952444697802-BIG.mp4,BIG,F_02_054
P50,25236629084275086-NICE.mp4,NICE,G_03_059
P50,8279377520732154-WE.mp4,WE,G_03_019
P50,0912245735671211-THANK YOU.mp4,THANKYOU,H_02_053
P50,8818679215803051-TODAY.mp4,TODAY,E_02_006
P50,5456272054556495-STUDY.mp4,STUDY,G_01_090
P50,0505419163931653-NEED.mp4,NEED,C_02_034
P50,6447196084149984-NOW.mp4,NOW,C_03_062
P50,6851460951757296-TELL.mp4,TELL,C_02_013
P50,9682333715513665-BYE.mp4,BYE,E_01_058
P14,8911482652584646-YOUR.mp4,YOUR,F_01_052
P14,08468658607793822-MONTH.mp4,MONTH,A_01_073
P14,676297947373963-COMPUTER.mp4,COMPUTER,A_01_054
P14,13472212573182674-BOOK.mp4,BOOK,A_01_027
P14,7542254268771809-MOTHER.mp4,MOTHER,B_02_008
P14,7569215382709509-SLOW.mp4,SLOW,B_02_041
P14,46485000872838267-BROTHER.mp4,BROTHER,B_01_065
P14,12973708000593742-PEOPLE.mp4,PEOPLE,C_01_009
P14,2325322109839305-FINISH.mp4,FINISH,B_03_025
P14,47857573015695154-FATHER.mp4,FATHER,B_01_077
P14,3923069450478833-FAMILY.mp4,FAMILY,C_01_025
P14,589235585874496-SORRY.mp4,SORRY,C_01_020
P14,22177855833836602-DAY.mp4,DAY,C_01_044
P14,48783810292836627-HUNGRY.mp4,HUNGRY,C_01_010
P14,5860033139564251-BORED.mp4,BORED1,B_01_017
P14,9756165063743225-GOOD.mp4,GOOD,B_01_052
P14,7373699847035962-LEARN.mp4,LEARN,B_01_042
P14,07906567248016683-MAN.mp4,MAN,C_01_040
P14,5377632284939944-FEEL.mp4,FEEL,C_02_001
P14,5956139983741693-PLEASE.mp4,PLEASE,B_02_007
P14,6999394901611251-WHERE.mp4,WHERE,B_02_035
P50,15392347849852528-BUSY.mp4,BUSY,E_02_040
P14,1657926220154422-NICE.mp4,NICE,G_03_059
P14,8906582989498535-WE.mp4,WE,G_03_019
P14,06476990357042611-THANK YOU.mp4,THANKYOU,H_02_053
P14,9701223233159699-NEED.mp4,NEED,C_02_034
P14,26472856106608966-NOW.mp4,NOW,C_03_062
P14,1784447552931374-TELL.mp4,TELL,C_02_013
P14,007361233568424552-YESTERDAY.mp4,YESTERDAY,D_01_024
P14,370678413428154-NO.mp4,NO,C_03_041
P14,6576010639886045-GIRL.mp4,GIRL,C_03_073
P14,06055374831145932-EASY.mp4,EASY,D_01_070
P14,45776844159035135-SCHOOL.mp4,SCHOOL,C_03_089
P14,9601350078796431-MEET.mp4,MEET,D_02_018
P14,49578083878868284-FRIEND.mp4,FRIEND,D_03_010
P14,014398184955713988-CAR.mp4,CAR,D_02_043
P14,7072634397394595-BYE.mp4,BYE,E_01_058
P14,8529861223088788-BUSY.mp4,BUSY,E_02_040
P14,30651763223309914-LIKE.mp4,LIKE,F_03_063
P50,7707078264255762-LIKE.mp4,LIKE,F_03_063
P50,39433246279112355-THEY.mp4,THEY1,F_02_103
P50,15527096135327678-EVERYTHING.mp4,EVERYTHING,F_03_084
P50,6618951050574775-CITY 2.mp4,CITY2,K_02_076
P50,20492226110701672-GO.mp4,GO,C_03_056
P50,8644015761056447-ALL.mp4,ALL,C_03_088
P50,3119997663932217-HOW.mp4,HOW1,D_02_082
P50,6808461562480732-BABY 2.mp4,BABY2,K_01_042
P50,9745449040953389-HAPPY.mp4,HAPPY,C_03_078
P50,6012215303497841-EAT.mp4,EAT1,B_02_002
P50,5391135538624647-COLD.mp4,COLD,C_02_068
P50,29264491659036684-CITY 2.mp4,CITY2,K_02_076
P23,3622847632586421-BIG.mp4,BIG,F_02_054
P23,6798966757937068-YESTERDAY.mp4,YESTERDAY,D_01_024
P23,5309657970849855-NO.mp4,NO,C_03_041
P23,8772732920276483-GIRL.mp4,GIRL,C_03_073
P23,36885950287469704-EASY.mp4,EASY,D_01_070
P23,5088472744264194-SCHOOL.mp4,SCHOOL,C_03_089
P23,5689772662149204-MEET.mp4,MEET,D_02_018
P23,38529566276462957-FRIEND.mp4,FRIEND,D_03_010
P23,9611592796504793-CAR.mp4,CAR,D_02_043
P23,09925483539097146-THEY.mp4,THEY1,F_02_103
P23,9339035508845381-EVERYTHING.mp4,EVERYTHING,F_03_084
P23,8554881401220604-TODAY.mp4,TODAY,E_02_006
P23,6463262143597508-STUDY.mp4,STUDY,G_01_090
P23,7701619196687932-GO.mp4,GO,C_03_056
P23,6444159193280847-ALL.mp4,ALL,C_03_088
P23,26590410598868597-HEAR 2.mp4,HEAR2,J_02_006
P23,7933354468910727-DOCTOR 2.mp4,DOCTOR2,K_03_015
P23,9841454980001991-FAST.mp4,FAST,C_03_016
P23,815577675920792-STOP.mp4,STOP,D_01_010
P23,3414584146371844-MONEY 2.mp4,MONEY2,K_01_104
P23,6131044630427722-REMEMBER.mp4,REMEMBER2,C_02_014
P23,7869034994705406-SEE.mp4,SEE,C_02_030
P23,5767872712338808-NEVER.mp4,NEVER,C_02_079
P23,2903285066765289-THINK.mp4,THINK,C_03_053
P23,297683528773413-SMALL.mp4,SMALL,D_01_030
P23,531692335723785-WHAT 2.mp4,WHAT1,D_02_094
P23,6260581982554774-FEW.mp4,FEW,C_02_067
P23,48450503598723604-COUNTRY.mp4,COUNTRY,C_03_058
P23,3921320702075002-COME.mp4,COME,C_03_074
P23,7389026313346527-WRITE.mp4,WRITE,D_01_051
P23,2318554220032114-BUY.mp4,BUY,D_03_074
P23,8464805543149931-HATE.mp4,HATE,F_02_078
P23,1444025710176855-HOT.mp4,HOT,F_02_093
P24,07263724798158067-OK.mp4,OK,F_03_080
P24,44123846585091897-GIVE.mp4,GIVE,F_01_023
P24,29695580191852833-TAKE.mp4,TAKE,G_01_093
P24,11902173661620474-TOMORROW.mp4,TOMORROW,F_02_040
P24,9009854854743657-YES.mp4,YES,G_03_074
P24,45941835587565105-ALWAYS.mp4,ALWAYS,J_03_076
P10,9883619861259862-PEOPLE.mp4,PEOPLE,C_01_009
P27,0809565046350682-PEOPLE.mp4,PEOPLE,C_01_009
P27,6528064521146906-THANK YOU.mp4,THANKYOU,H_02_053
P10,8487114823108493-THANK YOU.mp4,THANKYOU,H_02_053
P10,9959161578599864-BOOK.mp4,BOOK,A_01_027
P27,5597756711675372-NEED.mp4,NEED,C_02_034
P27,7347421058535237-NOW.mp4,NOW,C_03_062
P27,02205485916234662-TELL.mp4,TELL,C_02_013
P27,3147681618714515-YESTERDAY.mp4,YESTERDAY,D_01_024
P27,9644130188424822-NO.mp4,NO,C_03_041
P27,3362974225221058-GIRL.mp4,GIRL,C_03_073
P27,8676316241278772-EASY.mp4,EASY,D_01_070
P27,9528626762979313-SCHOOL.mp4,SCHOOL,C_03_089
P27,9138141046234951-MEET.mp4,MEET,D_02_018
P27,011107081071308533-FRIEND.mp4,FRIEND,D_03_010
P27,8388170938413793-CAR.mp4,CAR,D_02_043
P27,21550036390436733-BYE.mp4,BYE,E_01_058
P27,013583442880594543-BUSY.mp4,BUSY,E_02_040
P27,23961420213829476-LIKE.mp4,LIKE,F_03_063
P27,5781985412875206-THEY.mp4,THEY1,F_02_103
P27,8108722763317142-EVERYTHING.mp4,EVERYTHING,F_03_084
P4,41161724295860713-BOY.mp4,BOY,B_02_090
P4,49624243979650506-SISTER.mp4,SISTER,D_03_050
P4,09937285850055066-HAPPY.mp4,HAPPY,C_03_078
P4,1529448369800237-EAT.mp4,EAT1,B_02_002
P4,5765213045805393-COLD.mp4,COLD,C_02_068
P4,3028554929015699-YOUR.mp4,YOUR,F_01_052
P4,25239341433776796-HUNGRY.mp4,HUNGRY,C_01_010
P4,7140718900684935-BORED.mp4,BORED1,B_01_017
P4,04439224802145447-GOOD.mp4,GOOD,B_01_052
P4,20965467088651524-LEARN.mp4,LEARN,B_01_042
P4,1570087424496478-MAN.mp4,MAN,C_01_040
P4,6635158577084479-FEEL.mp4,FEEL,C_02_001
P4,25054375657147543-FINE.mp4,FINE1,C_01_043
P4,9858229995286099-MORE.mp4,MORE,B_03_032
P4,27420260706172184-HARD.mp4,HARD,C_01_036
P4,052979060600704786-TIME.mp4,TIME,B_02_080
P4,9034293336756236-YEAR.mp4,YEAR,B_02_015
P4,36721619673427-LATER.mp4,LATER,D_01_077
P4,14637905185166056-YOU.mp4,YOU,D_02_065
P29,08859845078833506-WANT 2.mp4,WANT1,E_01_025
P30,19958109281644143-WANT 2.mp4,WANT1,E_01_025
P29,4404452752551329-DOCTOR 2.mp4,DOCTOR2,K_03_015
P25,13401052196261154-FAST.mp4,FAST,C_03_016
P25,7606933944529259-STOP.mp4,STOP,D_01_010
P30,8738582803582591-MONEY 2.mp4,MONEY2,K_01_104
P30,15014149504236607-REMEMBER.mp4,REMEMBER2,C_02_014
P30,05469295194551127-SEE.mp4,SEE,C_02_030
P30,3606328052895338-NEVER.mp4,NEVER,C_02_079
P30,46593950586469-THINK.mp4,THINK,C_03_053
P30,08785252118795328-SMALL.mp4,SMALL,D_01_030
P30,8907945228853642-WHAT 2.mp4,WHAT1,D_02_094
P30,033224297697072025-FEW.mp4,FEW,C_02_067
P30,8372452433368198-COUNTRY.mp4,COUNTRY,C_03_058
P30,1508156580679143-WRITE.mp4,WRITE,D_01_051
P10,9055897783856317-DIFFERENT.mp4,DIFFERENT,E_03_095
P10,8720863130422172-WELCOME 2.mp4,WELCOME1,
P30,3746042824477198-MONTH.mp4,MONTH,A_01_073
P30,3513668464156181-COMPUTER.mp4,COMPUTER,A_01_054
P29,03570533073310389-STUDENT.mp4,STUDENT,A_02_012
P29,03587762962665986-MONTH.mp4,MONTH,A_01_073
P29,8238388791773112-COMPUTER.mp4,COMPUTER,A_01_054
P29,33197712728953976-TEACHER.mp4,TEACHER,A_02_033
P29,1290362005086354-FAMILY.mp4,FAMILY,C_01_025
P29,1636390875008531-SORRY.mp4,SORRY,C_01_020
P29,761313788407632-HUNGRY.mp4,HUNGRY,C_01_010
P30,3014932145688567-TEACHER.mp4,TEACHER,A_02_033
P30,8528744514122979-FATHER.mp4,FATHER,B_01_077
P30,1638014502482117-FAMILY.mp4,FAMILY,C_01_025
P30,9287154847825414-SORRY.mp4,SORRY,C_01_020
P30,6849916550986419-DAY.mp4,DAY,C_01_044
P30,08855148657093093-HUNGRY.mp4,HUNGRY,C_01_010
P30,1973029757603464-BORED.mp4,BORED1,B_01_017
P30,7633870830493861-GOOD.mp4,GOOD,B_01_052
P30,6126553469796956-LEARN.mp4,LEARN,B_01_042
P30,6359966945985864-MAN.mp4,MAN,C_01_040
P30,039311828107857494-FEEL.mp4,FEEL,C_02_001
P30,18053723532999788-PLEASE.mp4,PLEASE,B_02_007
P30,5589002661440625-WHERE.mp4,WHERE,B_02_035
P30,4628635692123535-FINE.mp4,FINE1,C_01_043
P30,6684303463308252-MORE.mp4,MORE,B_03_032
P30,8069243450652357-HARD.mp4,HARD,C_01_036
P30,6017424580561013-TIME.mp4,TIME,B_02_080
P30,2027477584552939-YEAR.mp4,YEAR,B_02_015
P30,21869286125340692-WHICH.mp4,WHICH,B_01_088
P30,9311041997261886-WHO.mp4,WHO,C_01_041
P30,290396871959852-MAYBE.mp4,MAYBE,B_03_022
P30,8850902951414901-NAME.mp4,NAME,D_01_021
P30,17485211510665932-WHY.mp4,WHY,D_01_067
P30,7597723277213178-HELLO.mp4,HELLO,D_02_055
P30,41444382165121185-WHEN.mp4,WHEN,C_03_086
P30,7265778110221002-LATER.mp4,LATER,D_01_077
P30,7924736335453846-YOU.mp4,YOU,D_02_065
P29,9354080358924928-BIG.mp4,BIG,F_02_054
P29,0821957813610188-NICE.mp4,NICE,G_03_059
P29,8865858542977822-WE.mp4,WE,G_03_019
P27,7698514903406568-STUDY.mp4,STUDY,G_01_090
P27,8035726544061721-CITY 2.mp4,CITY2,K_02_076
P27,9981647509356435-GO.mp4,GO,C_03_056
P27,8633963006612502-ALL.mp4,ALL,C_03_088
P27,8190663704033752-HOW.mp4,HOW1,D_02_082
P27,997849708540135-BABY 2.mp4,BABY2,K_01_042
P27,9905499086281422-HEAR 2.mp4,HEAR2,J_02_006
P27,4741953661690417-FAST.mp4,FAST,C_03_016
P31,3221250728567113-LIKE.mp4,LIKE,F_03_063
P31,9975042171428656-THEY.mp4,THEY1,F_02_103
P31,3999901696985566-EVERYTHING.mp4,EVERYTHING,F_03_084
P31,1461467422069449-STOP.mp4,STOP,D_01_010
P31,26212242869528013-THINK.mp4,THINK,C_03_053
P31,17606509610897247-SMALL.mp4,SMALL,D_01_030
P31,18362037497753203-WHAT 2.mp4,WHAT1,D_02_094
P31,8524752713159542-FEW.mp4,FEW,C_02_067
P31,8572875024377669-COUNTRY.mp4,COUNTRY,C_03_058
P31,45473820037956725-COME.mp4,COME,C_03_074
P31,0940927928215547-WRITE.mp4,WRITE,D_01_051
P31,5111466042929094-BUY.mp4,BUY,D_03_074
P31,42151474542516176-HATE.mp4,HATE,F_02_078
P31,9735032443497869-HOT.mp4,HOT,F_02_093
P31,3633186842436291-OK.mp4,OK,F_03_080
P31,6525872000407231-GIVE.mp4,GIVE,F_01_023
P31,38797732173583244-TAKE.mp4,TAKE,G_01_093
P31,5055891945777851-TOMORROW.mp4,TOMORROW,F_02_040
P31,709429051156695-YES.mp4,YES,G_03_074
P31,6651907513141087-ALWAYS.mp4,ALWAYS,J_03_076
P31,8620488918536162-WOMAN 2.mp4,WOMAN2,K_01_101
P31,0992010599048676-DRINK 2.mp4,DRINK2,K_03_092
P31,34102998813736063-BOY.mp4,BOY,B_02_090
P31,37634487188318655-SISTER.mp4,SISTER,D_03_050
P31,9607097492455248-HAPPY.mp4,HAPPY,C_03_078
P31,6460191084812579-EAT.mp4,EAT1,B_02_002
P31,6077539816507953-COLD.mp4,COLD,C_02_068
P31,69094637897625-YOUR.mp4,YOUR,F_01_052
P29,4460836108274411-BROTHER.mp4,BROTHER,B_01_065
P29,5215592040153327-WHEN.mp4,WHEN,C_03_086
P29,6105497648414697-LATER.mp4,LATER,D_01_077
P29,7807683495721192-YOU.mp4,YOU,D_02_065
P29,25388069654637513-NEED.mp4,NEED,C_02_034
P29,4720430361532839-NOW.mp4,NOW,C_03_062
P29,43522383341418003-TELL.mp4,TELL,C_02_013
P29,48759619499196427-YESTERDAY.mp4,YESTERDAY,D_01_024
P29,9616432008129339-NO.mp4,NO,C_03_041
P29,8004144394396016-GIRL.mp4,GIRL,C_03_073
P29,9771674478620125-EASY.mp4,EASY,D_01_070
P29,9134558322318354-SCHOOL.mp4,SCHOOL,C_03_089
P29,07944448274658145-MEET.mp4,MEET,D_02_018
P29,5227323060671167-FRIEND.mp4,FRIEND,D_03_010
P29,9112247155918443-CAR.mp4,CAR,D_02_043
P29,4327026387490418-BYE.mp4,BYE,E_01_058
P29,2213376430418803-BUSY.mp4,BUSY,E_02_040
P29,030195387372940363-LIKE.mp4,LIKE,F_03_063
P29,6030593909711668-THEY.mp4,THEY1,F_02_103
P29,8905074409989551-EVERYTHING.mp4,EVERYTHING,F_03_084
P31,8336503418129162-WANT 2.mp4,WANT1,E_01_025
P31,7982091793389081-NICE.mp4,NICE,G_03_059
P31,4544218531641271-WE.mp4,WE,G_03_019
P31,9536578027272471-TODAY.mp4,TODAY,E_02_006
P31,9256536150637014-STUDY.mp4,STUDY,G_01_090
P31,7031865514468971-CITY 2.mp4,CITY2,K_02_076
P31,10496700688928162-GO.mp4,GO,C_03_056
P31,7188630671751595-ALL.mp4,ALL,C_03_088
P31,8268472142479768-HOW.mp4,HOW1,D_02_082
P31,15363617035499022-BABY 2.mp4,BABY2,K_01_042
P30,9358863675192239-NICE.mp4,NICE,G_03_059
P30,6257769266405475-WE.mp4,WE,G_03_019
P31,2677616732303967-HEAR 2.mp4,HEAR2,J_02_006
P31,26983502266268555-DOCTOR 2.mp4,DOCTOR2,K_03_015
P31,7730295007259882-FAST.mp4,FAST,C_03_016
P31,08500703683856536-MONEY 2.mp4,MONEY2,K_01_104
P31,6461183177504188-REMEMBER.mp4,REMEMBER2,C_02_014
P31,5211790905432687-SEE.mp4,SEE,C_02_030
P31,10695535522197197-NEVER.mp4,NEVER,C_02_079
P31,714657544656933-DIFFERENT.mp4,DIFFERENT,E_03_095
P31,8063772484965661-WELCOME 2.mp4,WELCOME1,
P27,08870380386555654-STOP.mp4,STOP,D_01_010
P27,5338341147221657-THINK.mp4,THINK,C_03_053
P27,3161548976113897-SMALL.mp4,SMALL,D_01_030
P27,1532464203763655-WHAT 2.mp4,WHAT1,D_02_094
P27,46036430955804875-FEW.mp4,FEW,C_02_067
P27,941681332642095-COUNTRY.mp4,COUNTRY,C_03_058
P27,39081440676355306-COME.mp4,COME,C_03_074
P27,49076375253453164-WRITE.mp4,WRITE,D_01_051
P27,8805093244785585-BUY.mp4,BUY,D_03_074
P27,955583036530421-HATE.mp4,HATE,F_02_078
P27,23819147505993477-HOT.mp4,HOT,F_02_093
P27,777804314039809-OK.mp4,OK,F_03_080
P30,43409654505218187-BOY.mp4,BOY,B_02_090
P30,8364889976962788-SISTER.mp4,SISTER,D_03_050
P30,7183808471728259-HAPPY.mp4,HAPPY,C_03_078
P30,5739215722518052-EAT.mp4,EAT1,B_02_002
P30,6256497117761755-COLD.mp4,COLD,C_02_068
P30,19561663745070268-YOUR.mp4,YOUR,F_01_052
P30,1724846081232847-HE.mp4,HE,F_02_044
P29,40156789147077165-NIGHT.mp4,NIGHT1,A_01_003
P29,1825200902929398-MOTHER.mp4,MOTHER,B_02_008
P29,15222713126322973-SLOW.mp4,SLOW,B_02_041
P29,5398924866279164-PEOPLE.mp4,PEOPLE,C_01_009
P29,8805369151879896-FINISH.mp4,FINISH,B_03_025
P29,03821172424398567-BORED.mp4,BORED1,B_01_017
P29,9521412407799632-GOOD.mp4,GOOD,B_01_052
P31,23780488148592638-NIGHT.mp4,NIGHT1,A_01_003
